seasonal,state_fips,month_date,emp_priv,emp_rest,emp_H25,emp_L25,emp_M25,emp_H33,emp_L33,emp_M33,emp_2019_priv,period,rr_H25,rr_L25,rr_M25,rr_H33,rr_L33,rr_M33
S,1,2020-03-01,1682.9,183.1,378.7,433.5,870.7,604.4,660,418.5,1682.9,0,0.387994134473353,0.499999994,0.423266328516385,0.387994134473353,0.499999994,0.399079681172592
S,1,2020-04-01,1454.4,116.2,346.2,334.2,774,559.4,517.9,377.1,1682.9,1,1.23452679150612,1.71900702012719,1.34675649982486,1.23452679150612,1.71900702012719,1.26979898554916
S,1,2020-05-01,1513.9,137.5,356.4,366.5,791,570.8,556.9,386.2,1682.9,1,1.23452679150612,1.71900702012719,1.34675649982486,1.23452679150612,1.71900702012719,1.26979898554916
S,1,2020-06-01,1561.4,151.4,365.2,390.3,805.9,580,588.2,393.2,1682.9,1,1.23452679150612,1.71900702012719,1.34675649982486,1.23452679150612,1.71900702012719,1.26979898554916
S,1,2020-07-01,1578.7,155,368.1,396.09999999999997,814.5,582.8000000000001,600.6,395.3,1682.9,1,1.23452679150612,1.71900702012719,1.34675649982486,1.23452679150612,1.71900702012719,1.26979898554916
S,1,2020-08-01,1586.1,155.9,368.7,399.4,818,583.4,606.1,396.59999999999997,1682.9,2,0.387994134473353,0.499999994,0.423266328516385,0.387994134473353,0.499999994,0.399079681172592
S,1,2020-09-01,1594.3,157.7,368.7,402.1,823.5,583.3,612,399,1682.9,2,0.387994134473353,0.499999994,0.423266328516385,0.387994134473353,0.499999994,0.399079681172592
S,1,2020-10-01,1614.4,161.7,371.1,407.5,835.8,591,622.7,400.7,1682.9,2,0.387994134473353,0.499999994,0.423266328516385,0.387994134473353,0.499999994,0.399079681172592
S,1,2020-11-01,1624.5,165.1,373.1,410.7,840.7,592.3000000000001,629.5,402.7,1682.9,2,0.387994134473353,0.499999994,0.423266328516385,0.387994134473353,0.499999994,0.399079681172592
S,1,2020-12-01,1629.1,168.5,372.8,414.7,841.6,593,632.2,403.9,1682.9,2,0.387994134473353,0.499999994,0.423266328516385,0.387994134473353,0.499999994,0.399079681172592
S,1,2021-01-01,1631.2,169.1,373.7,415.7,841.8,593.7,633.4,404.1,1682.9,3,0.811260462989738,1.10950350706359,0.8850114141706229,0.811260462989738,1.10950350706359,0.834439333360874
S,1,2021-02-01,1637,170.3,375.3,419,842.6999999999999,594.6,637.1,405.3,1682.9,3,0.811260462989738,1.10950350706359,0.8850114141706229,0.811260462989738,1.10950350706359,0.834439333360874
S,1,2021-03-01,1637.4,165.5,377.6,413.1,846.7,597.6,632.4,407.4,1682.9,3,0.811260462989738,1.10950350706359,0.8850114141706229,0.811260462989738,1.10950350706359,0.834439333360874
S,2,2019-01-01,248.9,31,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2019-02-01,248.7,31.1,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2019-03-01,249.3,31.2,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2019-04-01,249.7,31.1,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2019-05-01,249.9,31.1,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2019-06-01,250.7,31.2,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2019-07-01,250.8,31.2,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2019-08-01,250.6,31.4,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2019-09-01,251.8,31.4,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2019-10-01,250.7,31.1,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2019-11-01,250.6,31.3,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2019-12-01,250.6,31.1,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2020-01-01,250,30.8,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2020-02-01,250.5,30.9,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2020-03-01,249.2,30.5,NA,NA,NA,NA,NA,NA,250.125,0,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2020-04-01,209.9,18.5,NA,NA,NA,NA,NA,NA,250.125,1,1.09484890309572,1.6942181968097203,1.28111058577112,1.0546533915327,1.56970307829895,1.33896246263916
S,2,2020-05-01,210.4,18.5,NA,NA,NA,NA,NA,NA,250.125,1,1.09484890309572,1.6942181968097203,1.28111058577112,1.0546533915327,1.56970307829895,1.33896246263916
S,2,2020-06-01,211.5,18.4,NA,NA,NA,NA,NA,NA,250.125,1,1.09484890309572,1.6942181968097203,1.28111058577112,1.0546533915327,1.56970307829895,1.33896246263916
S,2,2020-07-01,211,18.4,NA,NA,NA,NA,NA,NA,250.125,1,1.09484890309572,1.6942181968097203,1.28111058577112,1.0546533915327,1.56970307829895,1.33896246263916
S,2,2020-08-01,211.8,18.2,NA,NA,NA,NA,NA,NA,250.125,2,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2020-09-01,217.6,20.2,NA,NA,NA,NA,NA,NA,250.125,2,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2020-10-01,226.8,23.8,NA,NA,NA,NA,NA,NA,250.125,2,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2020-11-01,227.4,23.6,NA,NA,NA,NA,NA,NA,250.125,2,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2020-12-01,227.1,22.6,NA,NA,NA,NA,NA,NA,250.125,2,0.4176227774695,0.476556732544818,0.4183658540762915,0.351600093285828,0.473140954349712,0.46679195942196605
S,2,2021-01-01,227.2,23.7,NA,NA,NA,NA,NA,NA,250.125,3,0.756235840282608,1.04807771725114,0.8426524591445159,0.708971100264945,1.00548123204582,0.903602810450876
S,2,2021-02-01,228.2,24,NA,NA,NA,NA,NA,NA,250.125,3,0.756235840282608,1.04807771725114,0.8426524591445159,0.708971100264945,1.00548123204582,0.903602810450876
S,2,2021-03-01,228,24,NA,NA,NA,NA,NA,NA,250.125,3,0.756235840282608,1.04807771725114,0.8426524591445159,0.708971100264945,1.00548123204582,0.903602810450876
S,4,2019-01-01,2485.5,283.3,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2019-02-01,2491.6,283.7,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2019-03-01,2497.2,283.9,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2019-04-01,2504,284.3,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2019-05-01,2508.9,284.8,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2019-06-01,2513,285.1,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2019-07-01,2522.8,286.1,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2019-08-01,2531.2,287.1,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2019-09-01,2535.4,288.2,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2019-10-01,2543.8,288.3,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2019-11-01,2551.3,288.6,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2019-12-01,2556.7,289.9,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2020-01-01,2568.2,290.9,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2020-02-01,2568.2,291.3,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2020-03-01,2552.6,281.5,NA,NA,NA,NA,NA,NA,2520.275,0,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2020-04-01,2246.6,168.8,NA,NA,NA,NA,NA,NA,2520.275,1,0.85991052663012,1.39482534720323,1.18514571984588,0.92750534596634,1.4221748638150502,1.21900702612719
S,4,2020-05-01,2334.5,204.5,NA,NA,NA,NA,NA,NA,2520.275,1,0.85991052663012,1.39482534720323,1.18514571984588,0.92750534596634,1.4221748638150502,1.21900702612719
S,4,2020-06-01,2400.9,233.2,NA,NA,NA,NA,NA,NA,2520.275,1,0.85991052663012,1.39482534720323,1.18514571984588,0.92750534596634,1.4221748638150502,1.21900702612719
S,4,2020-07-01,2395.5,228.3,NA,NA,NA,NA,NA,NA,2520.275,1,0.85991052663012,1.39482534720323,1.18514571984588,0.92750534596634,1.4221748638150502,1.21900702612719
S,4,2020-08-01,2407.1,228.2,NA,NA,NA,NA,NA,NA,2520.275,2,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2020-09-01,2426.8,232.9,NA,NA,NA,NA,NA,NA,2520.275,2,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2020-10-01,2445.3,238.3,NA,NA,NA,NA,NA,NA,2520.275,2,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2020-11-01,2458.7,240.2,NA,NA,NA,NA,NA,NA,2520.275,2,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2020-12-01,2458.9,241.5,NA,NA,NA,NA,NA,NA,2520.275,2,0.24568872189432,0.39852152777235,0.338613062813108,0.265001527418954,0.40633567537573,0.348287721750626
S,4,2021-01-01,2470.6,244.2,NA,NA,NA,NA,NA,NA,2520.275,3,0.55279962426222,0.896673437487788,0.761879391329493,0.596253436692647,0.914255269595392,0.783647373938907
S,4,2021-02-01,2476.4,245.7,NA,NA,NA,NA,NA,NA,2520.275,3,0.55279962426222,0.896673437487788,0.761879391329493,0.596253436692647,0.914255269595392,0.783647373938907
S,4,2021-03-01,2486.9,246.1,NA,NA,NA,NA,NA,NA,2520.275,3,0.55279962426222,0.896673437487788,0.761879391329493,0.596253436692647,0.914255269595392,0.783647373938907
S,5,2019-01-01,1065.7,108.4,182.7,257.4,625.6,337.2,384.2,344.3,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2019-02-01,1066,108.6,183,257.4,625.6,337.4,384.2,344.40000000000003,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2019-03-01,1065.9,108.7,183,257.3,625.6,337.4,384.4,344.09999999999997,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2019-04-01,1067.2,108.9,183.2,257.3,626.7,338.3,384.59999999999997,344.3,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2019-05-01,1065.9,108.6,183.2,256.8,625.9,337.8,384.5,343.6,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2019-06-01,1065.4,107.3,183.5,255.20000000000002,626.7,338.3,383.6,343.5,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2019-07-01,1067.4,109.3,182.7,257.09999999999997,627.6,337.8,385.59999999999997,344,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2019-08-01,1067.9,108.7,183.29999999999998,256.3,628.3,338.4,385.6,343.9,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2019-09-01,1068.9,109.1,182.3,257.5,629.1,337.6,387.5,343.8,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2019-10-01,1072.2,109.6,182.9,258.4,630.9,339.1,389.59999999999997,343.5,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2019-11-01,1075.1,110,183.29999999999998,259.3,632.5,339.3,391.4,344.40000000000003,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2019-12-01,1076.5,110.4,182.9,259.8,633.8,339.3,392.9,344.3,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2020-01-01,1080.1,109.9,182.8,259.7,637.6,339.8,395,345.3,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2020-02-01,1079,109.9,182.5,260.4,636.1,338.9,394.5,345.6,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2020-03-01,1074.3,108.1,181.9,257.9,634.5,338.8,391.7,343.8,1068.675,0,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2020-04-01,958.9,68.9,172.3,199.1,587.5,323.2,315.9,319.8,1068.675,1,1.39632871568176,1.72096058302803,1.38874821635986,1.3657720556017,1.71900704612719,1.38874821635986
S,5,2020-05-01,991.3,82.3,174.10000000000002,219.2,598,326.1,339,326.2,1068.675,1,1.39632871568176,1.72096058302803,1.38874821635986,1.3657720556017,1.71900704612719,1.38874821635986
S,5,2020-06-01,1011.7,90.5,175.20000000000002,233.79999999999998,602.6999999999999,327.1,356.8,327.8,1068.675,1,1.39632871568176,1.72096058302803,1.38874821635986,1.3657720556017,1.71900704612719,1.38874821635986
S,5,2020-07-01,1021.9,96.2,174.6,241.8,605.5,326.3,366.40000000000003,329.2,1068.675,1,1.39632871568176,1.72096058302803,1.38874821635986,1.3657720556017,1.71900704612719,1.38874821635986
S,5,2020-08-01,1025.4,95.3,175.6,241.7,608.1,327.2,367.79999999999995,330.4,1068.675,2,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2020-09-01,1031.2,97.3,176,244.89999999999998,610.3,328.2,371.5,331.5,1068.675,2,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2020-10-01,1039.5,97.1,177.2,248.6,613.7,331,376.8,331.7,1068.675,2,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2020-11-01,1048.1,99.8,179.7,251.79999999999998,616.6,334.9,380.7,332.5,1068.675,2,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2020-12-01,1052.3,100.2,180.3,252.5,619.5,335.1,383.4,333.8,1068.675,2,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002,0.50000002
S,5,2021-01-01,1053.7,99.9,181.2,251.9,620.6,337.2,384,332.5,1068.675,3,0.948164367840878,1.10950353306359,0.935372111390893,0.923266348516385,1.10950353306359,0.944374118179932
S,5,2021-02-01,1053.1,97.5,183.5,248.7,620.9,339,381.2,332.9,1068.675,3,0.948164367840878,1.10950353306359,0.935372111390893,0.923266348516385,1.10950353306359,0.944374118179932
S,5,2021-03-01,1056.8,98.2,185.3,248.60000000000002,622.9,341.90000000000003,381.5,333.4,1068.675,3,0.948164367840878,1.10950353306359,0.935372111390893,0.923266348516385,1.10950353306359,0.944374118179932
S,6,2019-01-01,14717.6,1693.9,3255.6,3685.7000000000003,7776.299999999999,5479.7,5393.8,3844.1,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2019-02-01,14737.5,1697.7,3265.3,3687.5,7784.7,5493,5392,3852.5,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2019-03-01,14756.9,1700.6,3266,3689.9,7801,5499.3,5396.8,3860.7999999999997,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2019-04-01,14768.1,1702.2,3260.6000000000004,3691.4,7816.1,5496.7,5398.2,3873.2000000000003,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2019-05-01,14790.3,1704,3271.4,3691.1,7827.8,5508.9000000000005,5395.5,3885.8999999999996,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2019-06-01,14814.6,1705.8,3276.1,3691.5,7847,5516.8,5401,3896.8,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2019-07-01,14841.2,1706.5,3285.6000000000004,3692.4,7863.2,5529.1,5398.4,3913.7,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2019-08-01,14867.2,1707.4,3294.4,3691.8,7881,5535.6,5402,3929.6000000000004,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2019-09-01,14891.4,1709.9,3299.6000000000004,3692.6,7899.2,5544.8,5404.1,3942.5,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2019-10-01,14917.5,1714.2,3303.2,3701.7,7912.6,5547.9,5417.5,3952.1000000000004,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2019-11-01,14961,1717.8,3314.7,3704.7,7941.6,5566.2,5425.3,3969.5,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2019-12-01,14960.7,1717.3,3312.5,3703.5,7944.7,5557.4000000000005,5427.7,3975.6,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2020-01-01,15005.4,1718.3,3321.2,3703.7,7980.5,5577.5999999999995,5443,3984.8,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2020-02-01,15045.6,1719,3333.6,3706.7,8005.3,5597.9,5458.8,3988.9,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2020-03-01,14872.3,1657.5,3323.7,3625.9,7922.7,5562.4,5334.9,3975,14832.991666666667,0,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2020-04-01,12425.6,902.4,3100.9,2407.9,6916.8,5043.8,3770,3611.8,14832.991666666667,1,1.02560687294355,1.67212213450691,1.37071929837656,1.17722611962622,1.5883991244707,1.37071929837656
S,6,2020-05-01,12699.9,980.6,3126.7,2463.1,7110.0999999999995,5164.6,3855.9,3679.3999999999996,14832.991666666667,1,1.02560687294355,1.67212213450691,1.37071929837656,1.17722611962622,1.5883991244707,1.37071929837656
S,6,2020-06-01,13199.5,1154.1,3128.8,2787,7283.7,5206.5,4225.3,3767.7,14832.991666666667,1,1.02560687294355,1.67212213450691,1.37071929837656,1.17722611962622,1.5883991244707,1.37071929837656
S,6,2020-07-01,13225.4,1147.8,3123.2,2801.9,7300.3,5186.1,4255.4,3783.9,14832.991666666667,1,1.02560687294355,1.67212213450691,1.37071929837656,1.17722611962622,1.5883991244707,1.37071929837656
S,6,2020-08-01,13279.8,1157.6,3129.4,2817.1,7333.3,5203.5,4259.5,3816.8,14832.991666666667,2,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2020-09-01,13410,1188.7,3134.2,2887.2000000000003,7388.6,5214,4361.8,3834.2,14832.991666666667,2,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2020-10-01,13530,1223.5,3158.1,2954.1,7417.8,5242.3,4449,3838.7,14832.991666666667,2,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2020-11-01,13597.4,1238.9,3164.8,2976.5,7456.0999999999995,5247.3,4475.8,3874.2999999999997,14832.991666666667,2,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2020-12-01,13534.5,1147.3,3178.4,2867.7999999999997,7488.3,5282,4365.7,3886.8,14832.991666666667,2,0.439545802690092,0.49999999399999995,0.49999999400000006,0.499999994,0.499999994,0.499999994
S,6,2021-01-01,13452.9,1089.5,3171.3,2822.1,7459.5,5276.2,4320.1,3856.6,14832.991666666667,3,0.732576337816821,1.08606106425346,0.935359646188282,0.838613056813108,1.04419955923535,0.935359646188282
S,6,2021-02-01,13616.8,1185.7,3177.8,2935.4,7503.6,5280.6,4455.5,3880.7,14832.991666666667,3,0.732576337816821,1.08606106425346,0.935359646188282,0.838613056813108,1.04419955923535,0.935359646188282
S,6,2021-03-01,13734.2,1221.4,3198.2000000000003,2989.4,7546.6,5313.2,4524.5,3896.5,14832.991666666667,3,0.732576337816821,1.08606106425346,0.935359646188282,0.838613056813108,1.04419955923535,0.935359646188282
S,8,2019-01-01,2309.1,284.4,518,615.9,1175.2,917.3,887.0999999999999,504.70000000000005,2334.9666666666667,0,0.50000002,0.599999998,0.599999998,0.599999998,0.599999998,0.599999998
S,8,2019-02-01,2315.5,284.8,519.1,617.3,1179.1000000000001,919.3000000000001,889.6,506.6,2334.9666666666667,0,0.50000002,0.599999998,0.599999998,0.599999998,0.599999998,0.599999998
S,8,2019-03-01,2315.1,284,519.7,615.4,1180,919.3000000000001,888.3,507.5,2334.9666666666667,0,0.50000002,0.599999998,0.599999998,0.599999998,0.599999998,0.599999998
S,8,2019-04-01,2323,284.9,521.6,616.3,1185.1,923.4,891.1,508.5,2334.9666666666667,0,0.50000002,0.599999998,0.599999998,0.599999998,0.599999998,0.599999998
S,8,2019-05-01,2329.9,285.9,522.9,617.3,1189.7,926.8,893.5999999999999,509.5,2334.9666666666667,0,0.50000002,0.599999998,0.599999998,0.599999998,0.599999998,0.599999998
S,8,2019-06-01,2336.8,286.3,524,617.3,1195.5,929.5,895.5,511.8,2334.9666666666667,0,0.50000002,0.599999998,0.599999998,0.599999998,0.599999998,0.599999998
S,8,2019-07-01,2344.1,287.1,525.4,618.1,1200.6,932,898.3,513.8,2334.9666666666667,0,0.50000002,0.599999998,0.599999998,0.599999998,0.599999998,0.599999998
S,8,2019-08-01,2346.8,287.5,527.2,618.4,1201.2,934.4,897.3000000000001,515.1,2334.9666666666667,0,0.50000002,0.599999998,0.599999998,0.599999998,0.599999998,0.599999998
